2,1,577,449,33,10,-1,-1,-1,-1
2,2,912,428,25,20,-1,-1,-1,-1
2,3,770,240,22,25,-1,-1,-1,-1
2,4,358,295,32,14,-1,-1,-1,-1
2,5,93,205,16,20,-1,-1,-1,-1
2,6,38,282,20,12,-1,-1,-1,-1
2,7,917,336,22,30,-1,-1,-1,-1
2,8,659,2,31,20,-1,-1,-1,-1
2,9,508,260,28,17,-1,-1,-1,-1
2,10,93,137,31,24,-1,-1,-1,-1
2,11,235,181,35,10,-1,-1,-1,-1
2,13,147,230,16,12,-1,-1,-1,-1
2,14,907,311,17,25,-1,-1,-1,-1
2,15,702,234,13,27,-1,-1,-1,-1
2,16,823,51,14,15,-1,-1,-1,-1
2,17,321,108,23,27,-1,-1,-1,-1
2,18,36,378,10,19,-1,-1,-1,-1
2,22,857,101,26,16,-1,-1,-1,-1
2,24,250,526,32,10,-1,-1,-1,-1
2,26,920,222,12,21,-1,-1,-1,-1
3,1,575,448,35,11,-1,-1,-1,-1
3,2,910,429,23,19,-1,-1,-1,-1
3,3,765,241,22,25,-1,-1,-1,-1
3,4,359,293,34,15,-1,-1,-1,-1
3,5,87,208,17,20,-1,-1,-1,-1
3,6,42,280,21,12,-1,-1,-1,-1
3,7,922,336,23,29,-1,-1,-1,-1
3,8,659,2,32,20,-1,-1,-1,-1
3,9,506,260,28,18,-1,-1,-1,-1
3,10,93,136,31,24,-1,-1,-1,-1
3,11,235,179,36,10,-1,-1,-1,-1
3,13,153,231,17,12,-1,-1,-1,-1
3,14,902,312,17,24,-1,-1,-1,-1
3,15,707,233,14,28,-1,-1,-1,-1
3,16,826,50,15,16,-1,-1,-1,-1
3,17,323,108,24,28,-1,-1,-1,-1
3,18,33,377,10,20,-1,-1,-1,-1
3,22,859,101,27,16,-1,-1,-1,-1
3,24,248,526,31,10,-1,-1,-1,-1
3,26,922,222,12,22,-1,-1,-1,-1
3,27,147,38,16,27,-1,-1,-1,-1
3,29,734,114,13,16,-1,-1,-1,-1
4,1,573,448,35,11,-1,-1,-1,-1
4,2,907,429,23,19,-1,-1,-1,-1
4,3,758,242,23,26,-1,-1,-1,-1
4,4,360,292,33,14,-1,-1,-1,-1
4,5,84,211,16,19,-1,-1,-1,-1
4,6,44,280,22,12,-1,-1,-1,-1
4,7,927,334,23,31,-1,-1,-1,-1
4,9,504,261,28,17,-1,-1,-1,-1
4,10,94,135,31,25,-1,-1,-1,-1
4,11,235,178,35,9,-1,-1,-1,-1
4,13,157,230,19,14,-1,-1,-1,-1
4,14,896,312,17,24,-1,-1,-1,-1
4,15,713,233,14,28,-1,-1,-1,-1
4,16,830,50,15,17,-1,-1,-1,-1
4,17,326,108,23,28,-1,-1,-1,-1
4,18,27,378,10,19,-1,-1,-1,-1
4,22,862,101,25,15,-1,-1,-1,-1
4,24,247,526,30,9,-1,-1,-1,-1
4,27,142,34,15,27,-1,-1,-1,-1
4,29,738,113,13,16,-1,-1,-1,-1
4,30,939,129,13,16,-1,-1,-1,-1
4,33,610,280,20,19,-1,-1,-1,-1
5,1,567,446,38,12,-1,-1,-1,-1
5,2,904,430,22,19,-1,-1,-1,-1
5,3,751,242,23,26,-1,-1,-1,-1
5,4,361,291,34,14,-1,-1,-1,-1
5,5,78,214,16,18,-1,-1,-1,-1
5,6,46,279,23,13,-1,-1,-1,-1
5,7,932,333,24,32,-1,-1,-1,-1
5,8,667,2,31,20,-1,-1,-1,-1
5,9,502,262,28,17,-1,-1,-1,-1
